,app,clocks.current.sm [MHz],power.draw [W],base_run_time,energy
449,histo,645,28.119965789473337,47.032894736842096,1322.5633909799008
450,histo,658,28.165631246711783,47.96685954760653,1351.016878080702
451,histo,670,28.23561686621536,47.00442477876106,1327.1989290699366
452,histo,683,28.243346075433106,47.031855249745156,1328.3369643882274
453,histo,696,28.3266379542395,47.021534320323006,1331.9619787446372
454,histo,708,28.36296795044429,47.96983571236196,1360.5669128978004
455,histo,721,28.363574007220727,47.047447137699855,1334.4337487409543
456,histo,734,28.394492983849762,47.0,1334.5411702409388
457,histo,746,28.44011944949409,47.969358608153726,1364.25428873151
458,histo,759,28.453608673206443,47.09679917398038,1340.07389345703
459,histo,772,28.575421654696,48.94040968342646,1398.492842657478
460,histo,784,28.55427457098332,47.04810192407696,1343.424420383702
461,histo,797,28.667765208648248,47.04424333836098,1348.6533224426469
462,histo,810,29.018147442872195,47.0,1363.8529298149929
463,histo,822,28.793576774193173,47.11845161290322,1356.7087539972356
